page,name,link,thumbnail,rating,date,snippet,images,local_guide
2,1_Fenny Mahdaniar_ STID Al-Hadid,https://www.google.com/maps/contrib/112237692093098168321?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVIPtonr6A5M3cfokFd8ssBYNgwYAyZCRE6KL72iB7FTGie0MV4=s120-c-rp-mo-ba2-br100,1.0,4 bulan lalu,"Aneh banget. Pemakaian PDAM saya bulan kmrin 40 m3 tapi sekarang saya harus bayar 461.500. apalagi sudah beberapa minggu ini air yg keluar sedikit dan keruh. Sedangkan tetangga saya, pemakaiannya sampai 45 m3 dan  membayar 342.500.
Selisih 5 m3 lebih sedikit saya, tapi saya harus bayar hampir 120ribu lebih mahal. Kocak banget.
Saya sudah telpon untuk complain ke PDAM, gak diangkat2. Chat wa juga gak dibaca. Apa harus ke kantornya untuk complain?
Trnyta baca komentar banyak pelanggan2 yang marah2&kecewa.
Ini pelayanan publik macam apa kog begini bgt. Tega banget sama rakyat yg sedang susah. Apakah anda2 pejabat publik sangat bahagia bisa menindas rakyat dan membuat banyak orang menderita. Apa anda2 pejabat sangat senang menganiaya rakyat. Benar2 kejam anda.
Tolong kami @Pak bupati Subandi, @ kejaksaan negeri Sidoarjo, @kejaksaan tinggi Jawa timur, @pak wapres Gibran, @pak Prabowo. Tolong diselidiki PDAM delta Tirta ini dan segera diperbaiki pelayanan2nya. Kami selalu taat kewajiban bayar, tp kami juga mau mendapat hak layanan kami.",,True
2,Fitri Rahmawati,https://www.google.com/maps/contrib/110177120850089097107?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLUCgDpoS_vs2xlD1XQMvzGmf-BAXWNWDb9gcMYUVldj9jLMQ=s120-c-rp-mo-br100,1.0,2 bulan lalu,"Pemakain sama kok tiba""tagihan naik 2x lipat
Saya pikir saya yg lupa blum byar tagihan bulan kemarin dan pas saya cek ternyata bulan april sudah saya byar.tpi bulan ini sya byar tiba""tagihan jdi 2x lipat 🥴.gimana ini pihak PDAM kok gk jelas gini",,True
2,Rio Hermawan,https://www.google.com/maps/contrib/105582094126274578023?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKuFZP6-Tydhk61_fU1Rpq8KXiUu_otuTZ1U2cGv2IRKO-IRQ=s120-c-rp-mo-br100,1.0,2 bulan lalu,"Tagihan bengkak tiba"" 2jt dalm seminggu gak ada solusi di datangi malah saling lempar
pelayanan apa an ini",['https://lh3.googleusercontent.com/geougc-cs/AB3l90Bgei6ZkvgBfvyn8rMLWRtB-upozw76TUifsFDZmLcg0V33bJuFiQqLj6p5mXPYgmtEFo7vP9IIE-exWBjbDVi2DMeOUg2umvDzvL79s1TLzRZwHyFsNbtD_b8450ORA7rhkuYrgw'],True
2,Titania Andriani,https://www.google.com/maps/contrib/114448698361191894293?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJ9Q_eOCiWXU_Mdzf5_LVVjDhpkGoSxrj7Gr0e7qa8OLJZkZQ=s120-c-rp-mo-br100,1.0,sebulan lalu,"Tolong dong pejabat pdam sidoarjo baca ulasan pelanggannya dan segera tindak lanjut perbaikan
Tagihan rumah ayah saya, dimana pemakaian air untuk kebutuhan 1 orang tetapi tagihan perbulan kyk bikin kolam renang, air keluar seiprit tiap harinya
Evaluasi petugas bagian catat meternya beneran datang ndak ke rumah pelanggan dan catat angka dengan benar????",,True
3,Nur Isnaini,https://www.google.com/maps/contrib/105150892816704202114?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXC3spMLxYO_kTW073Vq9AgJnhMySE1n4qiOgBn_eBLU6Sfhy_b=s120-c-rp-mo-br100,1.0,3 bulan lalu,"Biaya mahal, sebulan kemarin air butek, 2hari air mati telpon CS PDAM nya d suruh sabar .... Lha dikira hidup org serumah d suruh sabar gimana. Berak gak bisa berak. Masak gak bisa. Bnyak anak kecil lagi d rumah",,True
3,alief kapry,https://www.google.com/maps/contrib/109741160218205023710?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXDeo4pWZijNbhLyD8pw8Fm06-Y_twZM-30oi76HlNVpu4MV2s=s120-c-rp-mo-br100,1.0,sebulan lalu,"Ulasan penilaian lembagamu sudah jelek mohon di tindak lanjuti, koreksi hasil survey kepuasan pelanggan dan keluhan pelanggan,
tolong dibaca jgn asal tarif mahal yg memberatkan masyarakat menengah kebawah banyak yg mengeluh tarif bulanan mahal, mohon di koreksi kembali kenapa berbeda dengan kota2 lain, kita di jawa bukan daerah Indonesia timur",,True
3,Desta Mila,https://www.google.com/maps/contrib/100851239817573450234?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWrD3Pm3JbsNbqOLiiQRONqjpmv7t2bTS4_RBIey8mMukwS5C-0pw=s120-c-rp-mo-br100,1.0,2 minggu lalu,"Call center ditelfon tidak pernah diangkat, buat laporan di ig susah, hari sabtu tidak ada teknisi, meteran mati 2 hari lebih di komplain slow respon",,True
3,Tri Rina Arini,https://www.google.com/maps/contrib/100476456403563375757?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWGkMBqZTMpIZxptpKNZzeFERitSIKubrwIOsgJCOU9Ij7g6nGX=s120-c-rp-mo-br100,1.0,Diedit 5 bulan lalu,"Kalo ada bintang 0 ku kasih lah tuh bintang 0, tagihan ga pernah jelas berapa2nya oer meter kubik. Biasanya tagihan cuman 100rb an naaah bulan ini bisa tembus sampek 400rb lebih padahal pamakaian juga wajar ga pernah ngisi tandon air, sering mati pula itu pdam, seminggu bisa 1-2x mati. Lokasi perumahan sapphire residence, kocak betul nih instansi satu ini. Pagi sampe sore juga rumah ga ada penghuni bisa2nya tiba2 melonjak sedrastis itu. Tolong lah pak bu petinggi atau pegawai pdam kalau ada komplain segera ditanganin jangan pura2 budeg gini. Ulasan di google sudah sangat mewakili kinerja kalian loh",,True
3,Yanti,https://www.google.com/maps/contrib/104502086062076382884?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVvz1GqSM5tt0GiaF22E9jceGLrZhnJl01VTdjuaUiOFM7J9yA-mw=s120-c-rp-mo-ba2-br100,1.0,3 bulan lalu,"Baru tahun ini hari raya ke 3 air  PAM gak ngalir sama sekali ( lokasi panjunan ,sukodono )
Sudah lapor , sampai sekarang ( 7-4-2025 ) blm ada solusi
Klu ada PDAM swasta pasti aku pilih",,True
3,agus Subandri,https://www.google.com/maps/contrib/106955809196774354841?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVW-P62qInq0Ef0mCbo6SyIz3XFUTbUuzdwn7Q3fYLxzRYKIFE6dA=s120-c-rp-mo-ba3-br100,1.0,3 bulan lalu,"sejak tanggal 2 april 2025 sampai hari ini ( 7/4/2025) air PDAM tidak nengalir di perunahan berlian kencana sari ,panjunan . sukodono😞
Bbrp warga sdh melapor ,tp belum ada hasil",,True
3,Kohenk Songo,https://www.google.com/maps/contrib/103854300185544744512?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUwZvKA7hNhgNmemq3Z1WlYxE1Oj-4gdGBsJ8q_RRwTf6Iku68=s120-c-rp-mo-br100,1.0,sebulan lalu,Woi PDAM respon tu...rata2 komplin terkait kenaikan tagihan...jelasin knp bs tb naik berlipat?di WA jg gk di bales...,,True
3,Siti Juwariyah,https://www.google.com/maps/contrib/116415906481006675736?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXJ48-R0dRXil1Zwe9q_x1GxEF6sccQXJ3mIFHcaswnMQpiDOI=s120-c-rp-mo-br100,1.0,sebulan lalu,"Ini gimana ya pdam sidoarjo padahal air sudah di ganti air sumur dan pemakaian air pdam jarang di pakai tapi bayar nya tetap sama bahkan bayarnya lebih tinggi drpd bulan"" sblmnya ,tolong ya pdam sidoarjo untuk di tindak lanjuti karna saya juga melihat ulasan ternyata lebih buruk drdp yang saya kira",,True
3,Muhammad Andika Putra,https://www.google.com/maps/contrib/114605229320979006916?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWejg1Sfhz-5_74ceWI2JvaraYEYLYDG96cFu1RrNCAI2dLoAliZA=s120-c-rp-mo-ba8-br100,3.0,2 tahun lalu,"Kantor Pelayanan PDAM Pusat Kabupaten Sidoarjo ini terletak di Jalan Pahlawan, pas di samping Suncity. Cukup strategis dan luas tempatnya, adem dan bersih juga.
Pelayanan dari petugasnya juga cukup menjelaskan walaupun memang respon nya kurang ramah, disini sepi, kebanyakan main hp petugasnya. Padahal di ulasan banyak review jelek terkait permasalahan mulai dari meteran, tarif, air hitam, debit air kecil, denda, dan lain lain. Seperti makan gaji buta petugasnya disini.","['https://lh3.googleusercontent.com/geougc-cs/AB3l90AJKhyEo54MthNxR3GFzbQEvFnN_P4ckD1kI9lzJut5PEnXYM4LutjUFZgabX9cmP2AXdMVvx-KB8P6CXe-a4X6jG4kOvZ7xoQPZmdQRf9WsdcBIhiUw2L-ZJSd1KgUbAjq2HM0lg', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CNEZUMaYe7VHf0bWgDK_LYxpK9fmTnMioWEKMJP-OLtr5g4NfeT4a7wAoZ12_nrwhRQHFzF_z8uZAZ8PXJtGtEFUjhBPoinTXBp1nYyp-DA5libmeqhpktaYyVO1jRpMBIPrw', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AQRNHsOHUEj7oazkdO7LUjW1lJFHE8ULXNXTtmTw1hbK9_VGPDnTB5S-GpTv2a10ROaXDUMD2qMJ-2e2X5vAdmBpYLwdIjnHWip195pEfBE7qBFsGioedBVWmKvlm3k26_oxTiYg', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Cn1sI89SXs09mfbMRyAEd7lOPKMETlAhsK5vH4MHc_EsvkKSP8wI76Gw15bQT069SsyqjwKkKO0rtLriJw47dy2DHo28KEcHev-uLl0NCp38bYjjk24BgxE2z4Or16fF159T90', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CKUl9fSIjjybSqmOSQmba4w5MeCiFfOsff3DzKrZP4zuDdN3pjmTFk2DqK7owyX21_ynMYsacQCJWlf5v9Pu83up13TCc02Lnw1GMxV6TKNbV2f_KEUisJZdG54UApZJBu9z0xPA', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AG3OSoa07SJU3TGbZmrsf41Ic7l3FjcCiZv8OICjUrIv0LwQo1cE6F3kkkm7RkeY_nXfIDl5o-DgabvYGfATu4VrwlrCychXPYy-OYM45FfGrIt5lcv3gKcNXalPzjigCjk5hh', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90B97xiUhcL0oRdtWfQRYNWByq5KCLYKcn61XjEsZ4wu-25z3R4_vGHPybhhxcSRXrx8QcOg2nrSd-Ztb4i0XpXbxOCJMObLszFmhFX081ZdGt_fnUNCrPNifWrXvPYObFVMIVoQRg']",True
3,Risma Fadillah,https://www.google.com/maps/contrib/106984068571311935423?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKxU5ypvgVdlzjt3v1CBDW00yociAdxhCXIP2nxyL9wtHeFC4tA=s120-c-rp-mo-ba3-br100,1.0,sebulan lalu,"pelayanan jelek banget. benar2 nggak ada harapan. bingung mau complain kemana lagi. heran, jadi wni gini bgt. jadi warga yg taat dan dapat pelayanan decent susah banget.",,True
4,Nurul Aidi,https://www.google.com/maps/contrib/102111057180145168057?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXoxkGMM65fWgh8bIuGt8N8P2otMyVh1YYmfRBW1xPUo2gB-Uw=s120-c-rp-mo-br100,1.0,3 bulan lalu,"Aneh banget dr pemakai tiap bulan biasanya 80rb tiba2 naik 1,550 000 ntah apa dasarnya sy tanya ke ptugasnya jwabnya ndak tau apa sebabnya, demi Allah sy tuntut di yaumil hisab pdahal tidak masalah, dan tdk ada solusi atau potongan apapun dan harus tetap bayar","['https://lh3.googleusercontent.com/geougc-cs/AB3l90Dd_CiDZ7wJXeBJF35kvQnpyjblXjD4s0OS7KC9jgyH4s9cZzqiu8NtWXpzW8bQwwfaw6vfVCOwV5yC8H7NKd4wilpALC_IbBf0rSZqm3pmACBSN69MUZdeOcMi4xxX_KYI6D0i', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AMuNTCOMTCPXTxpeMnmsvWKpnZ2Ico-fCF0OuHnaTqEq9c3N_YzTuixj9vFdZIDL18B21T3ncN5hF7grbtxJCK29jCJbFkYg5GzUaJ4ujGHYmh5I4k_iOzsEoVk5vX6RWlj4Qx']",True
4,yuam brother,https://www.google.com/maps/contrib/112145674467835283087?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVa3tsLxRkc3JqUv3ZMJw9m1yJnY9_V4dEnLW_vZ7fEmD2kLds=s120-c-rp-mo-br100,1.0,2 bulan lalu,"Ada apa dengan PDAM sidoarjo
Penggunaan normal
Tapi di pemakaian tiap bulan muncul nya naik turun gunung , ada yg salah sama yg bagian cek
Atau bagaimana ?
Naik nya bisa 2x lipat
Parah",,True
4,Topan Hidayat,https://www.google.com/maps/contrib/112933836100357291002?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLQCyP4p-PBjWSdWbolQsr4dJVjNq1s-Lj1xDDL4KGhDYxabg=s120-c-rp-mo-br100,1.0,4 bulan lalu,"debit kecil, harga mahal, komplain susah, no wa tidak pernah balas, di telp sibuk terus tidak pernah angkat,, lalu kalian kerja nya apa?

kita tiap bulan bayar,, giliran mati pada diem,,,

saya warga KTP surabaya jadi rugi beli rumah di sidoarjo,,, tau seperti ini beli daerah gresik...",,True
4,Hikmah Shandylia,https://www.google.com/maps/contrib/106627506147073107706?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXooDwrPzBCfONQ2iDNaIW4cBgW-oiaNirVR5nHeY50gQXOmiw=s120-c-rp-mo-br100,1.0,5 bulan lalu,Debit air pdam sidoarjo sudah 4 minggu ini nyalanya kecil sekali. Tiap hari nyuci piring malam malam di atas jam 9 mlm. Karena airnya kecil sekali. Tolong di perbaiki. Bayarnya rutin tapi kok malah begini. Kalau ada perbaikan atau apa harusnya di info dan tdk selama ini. Merugikan sekali,,True
4,masskall kall,https://www.google.com/maps/contrib/114396290169978320302?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUnninqnAkOicf4JfObYlb1wyI_YKamIEjVmDuEmVjumFimPzGB=s120-c-rp-mo-br100,1.0,5 bulan lalu,"Gwendeng tagihane gak jelas blasss , sebulan 100rb sek wajar , lah bln januari tagihane 300 punjul , opo yo masuk akal ??? Terjadi kebocoran jaringan , okelah tapi sak piro bocore jaringan sampek2 tagihan sakmnu iku ,,",,True
4,Laili Rusdiana,https://www.google.com/maps/contrib/117310885668154385182?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVmqzNeIR87ZJP4RpDF2lasE5Jv-NushnnKTc3EJkqWRXGuz7fh=s120-c-rp-mo-br100,1.0,3 bulan lalu,"Bulan Lalu PDAM saya bermasalah tiba tiba menjadi 713 kubik dari yang biasanya cuma 40 kubik, saya menghubungi PDAM lalu ada petugasnya datang kerumah , katanya meterannya rusak dan diganti baru tapi dikenakan biaya , padahal setau saya di surabaya meteran PDAM rusak itu Free, lalu muncullah tagihan menjadii satu juta lebih, katanya bisa urus keringanan kalau datang ke kantor PDAM , sudah bawa surat kuasa dan katanya bisa dicicil 3 kali, tapi hari ini yang keluar tagihannya Full, gimana ini PDAM ?",,True
4,Maria Lim,https://www.google.com/maps/contrib/109286856746225888662?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXBWrEtwtPZnbTSrFo022lcCPYOfkMISjY3D_Y74GPOt7nM89Hb=s120-c-rp-mo-ba3-br100,1.0,6 bulan lalu,"Tagihan air saya yg biasanya 200-300 ribu, melonjak jadi 2 jutaan. Dan kebanyakan warga di Kahuripan juga mengalami hal yg sama. Dan kami tetap harus membayar tagihan yg gak wajar tsb.",,True
4,Yudhi Trianto,https://www.google.com/maps/contrib/117435423392928219939?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVy3D8BvM9wJKa3skQAsHPMuk77sEhjTbZoRULCYjKY2du7Er2h=s120-c-rp-mo-br100,1.0,3 bulan lalu,"Parah2. Pelayanannya. Gmn ni pemkab SDA  ga efisien  ga efektif. Sya tnya informasi by email  trkait nomer pelanggan sya lupa, malah kok tnya balek nmr pelanggan.  Pdhal mau bayar tagihan.",,True
4,Rizki Mukarromah,https://www.google.com/maps/contrib/103569781044780582361?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUqRiny4vZqXiXPs6p4Pf13j-TT-vAdRGPzsY7iDZaszKrBJgTJ=s120-c-rp-mo-br100,1.0,4 bulan lalu,januari-februari tagihan sangat tidak wajar. sedangkan kondisi rumah kosong. tidak ada pemakaian air yg berlebihan. bahkan tidak ada pemakaian,,True
